doi,pmid,year,title,journal,authorString,citedBy,query,abstract
10.1038/s41593-020-00783-4,33589835,2021,"Reactive astrocyte nomenclature, definitions, and future directions.",Nature neuroscience,"Escartin C, Galea E, Lakatos A, O'Callaghan JP, Petzold GC, Serrano-Pozo A, Steinhäuser C, Volterra A, Carmignoto G, Agarwal A, Allen NJ, Araque A, Barbeito L, Barzilai A, Bergles DE, Bonvento G, Butt AM, Chen WT, Cohen-Salmon M, Cunningham C, Deneen B, De Strooper B, Díaz-Castro B, Farina C, Freeman M, Gallo V, Goldman JE, Goldman SA, Götz M, Gutiérrez A, Haydon PG, Heiland DH, Hol EM, Holt MG, Iino M, Kastanenka KV, Kettenmann H, Khakh BS, Koizumi S, Lee CJ, Liddelow SA, MacVicar BA, Magistretti P, Messing A, Mishra A, Molofsky AV, Murai KK, Norris CM, Okada S, Oliet SHR, Oliveira JF, Panatier A, Parpura V, Pekna M, Pekny M, Pellerin L, Perea G, Pérez-Nievas BG, Pfrieger FW, Poskanzer KE, Quintana FJ, Ransohoff RM, Riquelme-Perez M, Robel S, Rose CR, Rothstein JD, Rouach N, Rowitch DH, Semyanov A, Sirko S, Sontheimer H, Swanson RA, Vitorica J, Wanner IB, Wood LB, Wu J, Zheng B, Zimmer ER, Zorec R, Sofroniew MV, Verkhratsky A.",1901,microglia subtypes single-cell markers,"Reactive astrocytes are astrocytes undergoing morphological, molecular, and functional remodeling in response to injury, disease, or infection of the CNS. Although this remodeling was first described over a century ago, uncertainties and controversies remain regarding the contribution of reactive astrocytes to CNS diseases, repair, and aging. It is also unclear whether fixed categories of reactive astrocytes exist and, if so, how to identify them. We point out the shortcomings of binary divisions of reactive astrocytes into good-vs-bad, neurotoxic-vs-neuroprotective or A1-vs-A2. We advocate, instead, that research on reactive astrocytes include assessment of multiple molecular and functional parameters-preferably in vivo-plus multivariate statistics and determination of impact on pathological hallmarks in relevant models. These guidelines may spur the discovery of astrocyte-based biomarkers as well as astrocyte-targeting therapies that abrogate detrimental actions of reactive astrocytes, potentiate their neuro- and glioprotective actions, and restore or augment their homeostatic, modulatory, and defensive functions."
10.1038/s41572-021-00269-y,33986301,2021,Alzheimer disease.,Nature reviews. Disease primers,"Knopman DS, Amieva H, Petersen RC, Chételat G, Holtzman DM, Hyman BT, Nixon RA, Jones DT.",1806,microglia subtypes single-cell markers,"Alzheimer disease (AD) is biologically defined by the presence of β-amyloid-containing plaques and tau-containing neurofibrillary tangles. AD is a genetic and sporadic neurodegenerative disease that causes an amnestic cognitive impairment in its prototypical presentation and non-amnestic cognitive impairment in its less common variants. AD is a common cause of cognitive impairment acquired in midlife and late-life but its clinical impact is modified by other neurodegenerative and cerebrovascular conditions. This Primer conceives of AD biology as the brain disorder that results from a complex interplay of loss of synaptic homeostasis and dysfunction in the highly interrelated endosomal/lysosomal clearance pathways in which the precursors, aggregated species and post-translationally modified products of Aβ and tau play important roles. Therapeutic endeavours are still struggling to find targets within this framework that substantially change the clinical course in persons with AD."
10.1038/s41392-021-00791-1,34824210,2021,The JAK/STAT signaling pathway: from bench to clinic.,Signal transduction and targeted therapy,"Hu X, Li J, Fu M, Zhao X, Wang W.",1761,microglia subtypes single-cell markers,"The Janus kinase/signal transducer and activator of transcription (JAK/STAT) signaling pathway was discovered more than a quarter-century ago. As a fulcrum of many vital cellular processes, the JAK/STAT pathway constitutes a rapid membrane-to-nucleus signaling module and induces the expression of various critical mediators of cancer and inflammation. Growing evidence suggests that dysregulation of the JAK/STAT pathway is associated with various cancers and autoimmune diseases. In this review, we discuss the current knowledge about the composition, activation, and regulation of the JAK/STAT pathway. Moreover, we highlight the role of the JAK/STAT pathway and its inhibitors in various diseases."
10.1016/j.pharmthera.2020.107753,33259885,2021,Tumor microenvironment as a therapeutic target in cancer.,Pharmacology & therapeutics,"Xiao Y, Yu D.",1438,microglia subtypes single-cell markers,"Tumor microenvironment denotes the non-cancerous cells and components presented in the tumor, including molecules produced and released by them. The constant interactions between tumor cells and the tumor microenvironment play decisive roles in tumor initiation, progression, metastasis, and response to therapies. The tumor microenvironment as a therapeutic target in cancer has attracted great research and clinical interest. Here we summarize the current progress in targeting the tumor microenvironment in both drug development and clinical trials; highlight challenges in targeting the tumor microenvironment to achieve therapeutic efficacy; explore new technologies and approaches to better decipher the tumor microenvironment; and discuss strategies to intervene in the pro-tumor microenvironment and maximize therapeutic benefits."
10.1038/s41380-021-01249-0,34456336,2021,The Amyloid-β Pathway in Alzheimer's Disease.,Molecular psychiatry,"Hampel H, Hardy J, Blennow K, Chen C, Perry G, Kim SH, Villemagne VL, Aisen P, Vendruscolo M, Iwatsubo T, Masters CL, Cho M, Lannfelt L, Cummings JL, Vergallo A.",1323,microglia subtypes single-cell markers,"Breakthroughs in molecular medicine have positioned the amyloid-β (Aβ) pathway at the center of Alzheimer's disease (AD) pathophysiology. While the detailed molecular mechanisms of the pathway and the spatial-temporal dynamics leading to synaptic failure, neurodegeneration, and clinical onset are still under intense investigation, the established biochemical alterations of the Aβ cycle remain the core biological hallmark of AD and are promising targets for the development of disease-modifying therapies. Here, we systematically review and update the vast state-of-the-art literature of Aβ science with evidence from basic research studies to human genetic and multi-modal biomarker investigations, which supports a crucial role of Aβ pathway dyshomeostasis in AD pathophysiological dynamics. We discuss the evidence highlighting a differentiated interaction of distinct Aβ species with other AD-related biological mechanisms, such as tau-mediated, neuroimmune and inflammatory changes, as well as a neurochemical imbalance. Through the lens of the latest development of multimodal in vivo biomarkers of AD, this cross-disciplinary review examines the compelling hypothesis- and data-driven rationale for Aβ-targeting therapeutic strategies in development for the early treatment of AD."
10.15252/embj.2021108863,34459017,2021,Autophagy in major human diseases.,The EMBO journal,"Klionsky DJ, Petroni G, Amaravadi RK, Baehrecke EH, Ballabio A, Boya P, Bravo-San Pedro JM, Cadwell K, Cecconi F, Choi AMK, Choi ME, Chu CT, Codogno P, Colombo MI, Cuervo AM, Deretic V, Dikic I, Elazar Z, Eskelinen EL, Fimia GM, Gewirtz DA, Green DR, Hansen M, Jäättelä M, Johansen T, Juhász G, Karantza V, Kraft C, Kroemer G, Ktistakis NT, Kumar S, Lopez-Otin C, Macleod KF, Madeo F, Martinez J, Meléndez A, Mizushima N, Münz C, Penninger JM, Perera RM, Piacentini M, Reggiori F, Rubinsztein DC, Ryan KM, Sadoshima J, Santambrogio L, Scorrano L, Simon HU, Simon AK, Simonsen A, Stolz A, Tavernarakis N, Tooze SA, Yoshimori T, Yuan J, Yue Z, Zhong Q, Galluzzi L, Pietrocola F.",1233,microglia subtypes single-cell markers,"Autophagy is a core molecular pathway for the preservation of cellular and organismal homeostasis. Pharmacological and genetic interventions impairing autophagy responses promote or aggravate disease in a plethora of experimental models. Consistently, mutations in autophagy-related processes cause severe human pathologies. Here, we review and discuss preclinical data linking autophagy dysfunction to the pathogenesis of major human disorders including cancer as well as cardiovascular, neurodegenerative, metabolic, pulmonary, renal, infectious, musculoskeletal, and ocular disorders."
10.1016/j.cell.2021.09.020,34624224,2021,"Hallmarks of response, resistance, and toxicity to immune checkpoint blockade.",Cell,"Morad G, Helmink BA, Sharma P, Wargo JA.",1197,microglia subtypes single-cell markers,"Unprecedented advances have been made in cancer treatment with the use of immune checkpoint blockade (ICB). However, responses are limited to a subset of patients, and immune-related adverse events (irAEs) can be problematic, requiring treatment discontinuation. Iterative insights into factors intrinsic and extrinsic to the host that impact ICB response and toxicity are critically needed. Our understanding of the impact of host-intrinsic factors (such as the host genome, epigenome, and immunity) has evolved substantially over the past decade, with greater insights on these factors and on tumor and immune co-evolution. Additionally, we are beginning to understand the impact of acute and cumulative exposures-both internal and external to the host (i.e., the exposome)-on host physiology and response to treatment. Together these represent the current day hallmarks of response, resistance, and toxicity to ICB. Opportunities built on these hallmarks are duly warranted."
10.1007/s00018-020-03656-y,33057840,2021,TLR4 and CD14 trafficking and its influence on LPS-induced pro-inflammatory signaling.,Cellular and molecular life sciences : CMLS,"Ciesielska A, Matyjek M, Kwiatkowska K.",1041,microglia subtypes single-cell markers,"Toll-like receptor (TLR) 4 belongs to the TLR family of receptors inducing pro-inflammatory responses to invading pathogens. TLR4 is activated by lipopolysaccharide (LPS, endotoxin) of Gram-negative bacteria and sequentially triggers two signaling cascades: the first one involving TIRAP and MyD88 adaptor proteins is induced in the plasma membrane, whereas the second engaging adaptor proteins TRAM and TRIF begins in early endosomes after endocytosis of the receptor. The LPS-induced internalization of TLR4 and hence also the activation of the TRIF-dependent pathway is governed by a GPI-anchored protein, CD14. The endocytosis of TLR4 terminates the MyD88-dependent signaling, while the following endosome maturation and lysosomal degradation of TLR4 determine the duration and magnitude of the TRIF-dependent one. Alternatively, TLR4 may return to the plasma membrane, which process is still poorly understood. Therefore, the course of the LPS-induced pro-inflammatory responses depends strictly on the rates of TLR4 endocytosis and trafficking through the endo-lysosomal compartment. Notably, prolonged activation of TLR4 is linked with several hereditary human diseases, neurodegeneration and also with autoimmune diseases and cancer. Recent studies have provided ample data on the role of diverse proteins regulating the functions of early, late, and recycling endosomes in the TLR4-induced inflammation caused by LPS or phagocytosis of E. coli. In this review, we focus on the mechanisms of the internalization and intracellular trafficking of TLR4 and CD14, and also of LPS, in immune cells and discuss how dysregulation of the endo-lysosomal compartment contributes to the development of diverse human diseases."
10.1038/s41593-020-00787-0,33558695,2021,Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex.,Nature neuroscience,"Maynard KR, Collado-Torres L, Weber LM, Uytingco C, Barry BK, Williams SR, Catallini JL, Tran MN, Besich Z, Tippani M, Chew J, Yin Y, Kleinman JE, Hyde TM, Rao N, Hicks SC, Martinowich K, Jaffe AE.",919,microglia subtypes single-cell markers,"We used the 10x Genomics Visium platform to define the spatial topography of gene expression in the six-layered human dorsolateral prefrontal cortex. We identified extensive layer-enriched expression signatures and refined associations to previous laminar markers. We overlaid our laminar expression signatures on large-scale single nucleus RNA-sequencing data, enhancing spatial annotation of expression-driven clusters. By integrating neuropsychiatric disorder gene sets, we showed differential layer-enriched expression of genes associated with schizophrenia and autism spectrum disorder, highlighting the clinical relevance of spatially defined expression. We then developed a data-driven framework to define unsupervised clusters in spatial transcriptomics data, which can be applied to other tissues or brain regions in which morphological architecture is not as well defined as cortical laminae. Last, we created a web application for the scientific community to explore these raw and summarized data to augment ongoing neuroscience and spatial transcriptomics research ( http://research.libd.org/spatialLIBD )."
10.1038/s41586-021-03892-7,34497421,2021,A lymphocyte-microglia-astrocyte axis in chronic active multiple sclerosis.,Nature,"Absinta M, Maric D, Gharagozloo M, Garton T, Smith MD, Jin J, Fitzgerald KC, Song A, Liu P, Lin JP, Wu T, Johnson KR, McGavern DB, Schafer DP, Calabresi PA, Reich DS.",644,disease-associated microglia DAM markers,"Multiple sclerosis (MS) lesions that do not resolve in the months after they form harbour ongoing demyelination and axon degeneration, and are identifiable in vivo by their paramagnetic rims on MRI scans<sup>1-3</sup>. Here, to define mechanisms underlying this disabling, progressive neurodegenerative state<sup>4-6</sup> and foster development of new therapeutic agents, we used MRI-informed single-nucleus RNA sequencing to profile the edge of demyelinated white matter lesions at various stages of inflammation. We uncovered notable glial and immune cell diversity, especially at the chronically inflamed lesion edge. We define 'microglia inflamed in MS' (MIMS) and 'astrocytes inflamed in MS', glial phenotypes that demonstrate neurodegenerative programming. The MIMS transcriptional profile overlaps with that of microglia in other neurodegenerative diseases, suggesting that primary and secondary neurodegeneration share common mechanisms and could benefit from similar therapeutic approaches. We identify complement component 1q (C1q) as a critical mediator of MIMS activation, validated immunohistochemically in MS tissue, genetically by microglia-specific C1q ablation in mice with experimental autoimmune encephalomyelitis, and therapeutically by treating chronic experimental autoimmune encephalomyelitis with C1q blockade. C1q inhibition is a potential therapeutic avenue to address chronic white matter inflammation, which could be monitored by longitudinal assessment of its dynamic biomarker, paramagnetic rim lesions, using advanced MRI methods."
10.1038/s41588-021-00894-z,34239132,2021,Single-nucleus chromatin accessibility and transcriptomic characterization of Alzheimer's disease.,Nature genetics,"Morabito S, Miyoshi E, Michael N, Shahin S, Martini AC, Head E, Silva J, Leavy K, Perez-Rosendahl M, Swarup V.",567,disease-associated microglia DAM markers,"The gene-regulatory landscape of the brain is highly dynamic in health and disease, coordinating a menagerie of biological processes across distinct cell types. Here, we present a multi-omic single-nucleus study of 191,890 nuclei in late-stage Alzheimer's disease (AD), accessible through our web portal, profiling chromatin accessibility and gene expression in the same biological samples and uncovering vast cellular heterogeneity. We identified cell-type-specific, disease-associated candidate cis-regulatory elements and their candidate target genes, including an oligodendrocyte-associated regulatory module containing links to APOE and CLU. We describe cis-regulatory relationships in specific cell types at a subset of AD risk loci defined by genome-wide association studies, demonstrating the utility of this multi-omic single-nucleus approach. Trajectory analysis of glial populations identified disease-relevant transcription factors, such as SREBF1, and their regulatory targets. Finally, we introduce single-nucleus consensus weighted gene coexpression analysis, a coexpression network analysis strategy robust to sparse single-cell data, and perform a systems-level analysis of the AD transcriptome."
10.1186/s12974-021-02309-6,34742308,2021,"The semantics of microglia activation: neuroinflammation, homeostasis, and stress.",Journal of neuroinflammation,"Woodburn SC, Bollinger JL, Wohleb ES.",528,disease-associated microglia DAM markers,"Microglia are emerging as critical regulators of neuronal function and behavior in nearly every area of neuroscience. Initial reports focused on classical immune functions of microglia in pathological contexts, however, immunological concepts from these studies have been applied to describe neuro-immune interactions in the absence of disease, injury, or infection. Indeed, terms such as 'microglia activation' or 'neuroinflammation' are used ubiquitously to describe changes in neuro-immune function in disparate contexts; particularly in stress research, where these terms prompt undue comparisons to pathological conditions. This creates a barrier for investigators new to neuro-immunology and ultimately hinders our understanding of stress effects on microglia. As more studies seek to understand the role of microglia in neurobiology and behavior, it is increasingly important to develop standard methods to study and define microglial phenotype and function. In this review, we summarize primary research on the role of microglia in pathological and physiological contexts. Further, we propose a framework to better describe changes in microglia1 phenotype and function in chronic stress. This approach will enable more precise characterization of microglia in different contexts, which should facilitate development of microglia-directed therapeutics in psychiatric and neurological disease."
10.1038/s41586-021-03710-0,34153974,2021,Dysregulation of brain and choroid plexus cell types in severe COVID-19.,Nature,"Yang AC, Kern F, Losada PM, Agam MR, Maat CA, Schmartz GP, Fehlmann T, Stein JA, Schaum N, Lee DP, Calcuttawala K, Vest RT, Berdnik D, Lu N, Hahn O, Gate D, McNerney MW, Channappa D, Cobos I, Ludwig N, Schulz-Schaeffer WJ, Keller A, Wyss-Coray T.",497,disease-associated microglia DAM markers,"Although SARS-CoV-2 primarily targets the respiratory system, patients with and survivors of COVID-19 can suffer neurological symptoms<sup>1-3</sup>. However, an unbiased understanding of the cellular and molecular processes that are affected in the brains of patients with COVID-19 is missing. Here we profile 65,309 single-nucleus transcriptomes from 30 frontal cortex and choroid plexus samples across 14 control individuals (including 1 patient with terminal influenza) and 8 patients with COVID-19. Although our systematic analysis yields no molecular traces of SARS-CoV-2 in the brain, we observe broad cellular perturbations indicating that barrier cells of the choroid plexus sense and relay peripheral inflammation into the brain and show that peripheral T cells infiltrate the parenchyma. We discover microglia and astrocyte subpopulations associated with COVID-19 that share features with pathological cell states that have previously been reported in human neurodegenerative disease<sup>4-6</sup>. Synaptic signalling of upper-layer excitatory neurons-which are evolutionarily expanded in humans<sup>7</sup> and linked to cognitive function<sup>8</sup>-is preferentially affected in COVID-19. Across cell types, perturbations associated with COVID-19 overlap with those found in chronic brain disorders and reside in genetic variants associated with cognition, schizophrenia and depression. Our findings and public dataset provide a molecular framework to understand current observations of COVID-19-related neurological disease, and any such disease that may emerge at a later date."
10.1146/annurev-immunol-093019-110159,33556248,2021,Microglia and Central Nervous System-Associated Macrophages-From Origin to Disease Modulation.,Annual review of immunology,"Prinz M, Masuda T, Wheeler MA, Quintana FJ.",434,disease-associated microglia DAM markers,"The immune system of the central nervous system (CNS) consists primarily of innate immune cells. These are highly specialized macrophages found either in the parenchyma, called microglia, or at the CNS interfaces, such as leptomeningeal, perivascular, and choroid plexus macrophages. While they were primarily thought of as phagocytes, their function extends well beyond simple removal of cell debris during development and diseases. Brain-resident innate immune cells were found to be plastic, long-lived, and host to an outstanding number of risk genes for multiple pathologies. As a result, they are now considered the most suitable targets for modulating CNS diseases. Additionally, recent single-cell technologies enhanced our molecular understanding of their origins, fates, interactomes, and functional cell statesduring health and perturbation. Here, we review the current state of our understanding and challenges of the myeloid cell biology in the CNS and treatment options for related diseases."
10.3389/fnagi.2021.690372,34248607,2021,Cholesterol and Alzheimer's Disease; From Risk Genes to Pathological Effects.,Frontiers in aging neuroscience,"Feringa FM, van der Kant R.",167,lipid droplet accumulating microglia LDAM,"While the central nervous system compromises 2% of our body weight, it harbors up to 25% of the body's cholesterol. Cholesterol levels in the brain are tightly regulated for physiological brain function, but mounting evidence indicates that excessive cholesterol accumulates in Alzheimer's disease (AD), where it may drive AD-associated pathological changes. This seems especially relevant for late-onset AD, as several of the major genetic risk factors are functionally associated with cholesterol metabolism. In this review we discuss the different systems that maintain brain cholesterol metabolism in the healthy brain, and how dysregulation of these processes can lead, or contribute to, Alzheimer's disease. We will also discuss how AD-risk genes might impact cholesterol metabolism and downstream AD pathology. Finally, we will address the major outstanding questions in the field and how recent technical advances in CRISPR/Cas9-gene editing and induced pluripotent stem cell (iPSC)-technology can aid to study these problems."
10.1186/s13024-021-00473-0,34301296,2021,Plaque-associated human microglia accumulate lipid droplets in a chimeric model of Alzheimer's disease.,Molecular neurodegeneration,"Claes C, Danhash EP, Hasselmann J, Chadarevian JP, Shabestari SK, England WE, Lim TE, Hidalgo JLS, Spitale RC, Davtyan H, Blurton-Jones M.",156,lipid droplet accumulating microglia LDAM,"<h4>Background</h4>Disease-associated microglia (DAMs), that surround beta-amyloid plaques, represent a transcriptionally-distinct microglial profile in Alzheimer's disease (AD). Activation of DAMs is dependent on triggering receptor expressed on myeloid cells 2 (TREM2) in mouse models and the AD TREM2-R47H risk variant reduces microglial activation and plaque association in human carriers. Interestingly, TREM2 has also been identified as a microglial lipid-sensor, and recent data indicates lipid droplet accumulation in aged microglia, that is in turn associated with a dysfunctional proinflammatory phenotype. However, whether lipid droplets (LDs) are present in human microglia in AD and how the R47H mutation affects this remains unknown.<h4>Methods</h4>To determine the impact of the TREM2 R47H mutation on human microglial function in vivo, we transplanted wild-type and isogenic TREM2-R47H iPSC-derived microglial progenitors into our recently developed chimeric Alzheimer mouse model. At 7 months of age scRNA-seq and histological analyses were performed.<h4>Results</h4>Here we report that the transcriptome of human wild-type TREM2 and isogenic TREM2-R47H DAM xenografted microglia (xMGs), isolated from chimeric AD mice, closely resembles that of human atherosclerotic foam cells. In addition, much like foam cells, plaque-bound xMGs are highly enriched in lipid droplets. Somewhat surprisingly and in contrast to a recent in vitro study, TREM2-R47H mutant xMGs exhibit an overall reduction in the accumulation of lipid droplets in vivo. Notably, TREM2-R47H xMGs also show overall reduced reactivity to plaques, including diminished plaque-proximity, reduced CD9 expression, and lower secretion of plaque-associated APOE.<h4>Conclusions</h4>Altogether, these results indicate lipid droplet accumulation occurs in human DAM xMGs in AD, but is reduced in TREM2-R47H DAM xMGs, as it occurs secondary to TREM2-mediated changes in plaque proximity and reactivity."
10.1073/pnas.2023418118,34187889,2021,Autophagy deficiency modulates microglial lipid homeostasis and aggravates tau pathology and spreading.,Proceedings of the National Academy of Sciences of the United States of America,"Xu Y, Propson NE, Du S, Xiong W, Zheng H.",125,lipid droplet accumulating microglia LDAM,"The autophagy-lysosomal pathway plays a critical role in intracellular clearance and metabolic homeostasis. While neuronal autophagy is known to participate in the degradation of neurofibrillary tangles composed of hyperphosphorylated and misfolded tau protein in Alzheimer's disease and other tauopathies, how microglial-specific autophagy regulates microglial intrinsic properties and neuronal tau pathology is not well understood. We report here that Atg7, a key mediator of autophagosome biogenesis, plays an essential role in the regulation of microglial lipid metabolism and neuroinflammation. Microglia-specific deletion of <i>Atg7</i> leads to the transition of microglia to a proinflammatory status in vivo and to inflammasome activation in vitro. Activation of ApoE and lipid efflux attenuates the lipid droplets accumulation and inhibits cytokine production in microglial cells with <i>Atg7</i> deficiency. Functionally, we show that the absence of microglial <i>Atg7</i> enhances intraneuronal tau pathology and its spreading. Our results reveal an essential role for microglial autophagy in regulating lipid homeostasis, neuroinflammation, and tau pathology."
10.3389/fimmu.2021.624538,33717134,2021,Mitochondrial Regulation of Microglial Immunometabolism in Alzheimer's Disease.,Frontiers in immunology,"Fairley LH, Wong JH, Barron AM.",90,lipid droplet accumulating microglia LDAM,"Alzheimer's disease (AD) is an age-associated terminal neurodegenerative disease with no effective treatments. Dysfunction of innate immunity is implicated in the pathogenesis of AD, with genetic studies supporting a causative role in the disease. Microglia, the effector cells of innate immunity in the brain, are highly plastic and perform a diverse range of specialist functions in AD, including phagocytosing and removing toxic aggregates of beta amyloid and tau that drive neurodegeneration. These immune functions require high energy demand, which is regulated by mitochondria. Reflecting this, microglia have been shown to be highly metabolically flexible, reprogramming their mitochondrial function upon inflammatory activation to meet their energy demands. However, AD-associated genetic risk factors and pathology impair microglial metabolic programming, and metabolic derailment has been shown to cause innate immune dysfunction in AD. These findings suggest that immunity and metabolic function are intricately linked processes, and targeting microglial metabolism offers a window of opportunity for therapeutic treatment of AD. Here, we review evidence for the role of metabolic programming in inflammatory functions in AD, and discuss mitochondrial-targeted immunotherapeutics for treatment of the disease."
10.3390/cells10020198,33498265,2021,Lipoprotein Lipase Regulates Microglial Lipid Droplet Accumulation.,Cells,"Loving BA, Tang M, Neal MC, Gorkhali S, Murphy R, Eckel RH, Bruce KD.",66,lipid droplet accumulating microglia LDAM,"Microglia become increasingly dysfunctional with aging and contribute to the onset of neurodegenerative disease (NDs) through defective phagocytosis, attenuated cholesterol efflux, and excessive secretion of pro-inflammatory cytokines. Dysfunctional microglia also accumulate lipid droplets (LDs); however, the mechanism underlying increased LD load is unknown. We have previously shown that microglia lacking lipoprotein lipase (LPL KD) are polarized to a pro-inflammatory state and have impaired lipid uptake and reduced fatty acid oxidation (FAO). Here, we also show that LPL KD microglia show excessive accumulation of LD-like structures. Moreover, LPL KD microglia display a pro-inflammatory lipidomic profile, increased cholesterol ester (CE) content, and reduced cholesterol efflux at baseline. We also show reduced expression of genes within the canonical cholesterol efflux pathway. Importantly, PPAR agonists (rosiglitazone and bezafibrate) rescued the LD-associated phenotype in LPL KD microglia. These data suggest that microglial-LPL is associated with lipid uptake, which may drive PPAR signaling and cholesterol efflux to prevent inflammatory lipid distribution and LD accumulation. Moreover, PPAR agonists can reverse LD accumulation, and therefore may be beneficial in aging and in the treatment of NDs."
10.1038/s41392-020-00428-9,33536413,2021,Ferroptosis: mechanisms and links with diseases.,Signal transduction and targeted therapy,"Yan HF, Zou T, Tuo QZ, Xu S, Li H, Belaidi AA, Lei P.",1055,interferon responsive microglia signature,"Ferroptosis is an iron-dependent cell death, which is different from apoptosis, necrosis, autophagy, and other forms of cell death. The process of ferroptotic cell death is defined by the accumulation of lethal lipid species derived from the peroxidation of lipids, which can be prevented by iron chelators (e.g., deferiprone, deferoxamine) and small lipophilic antioxidants (e.g., ferrostatin, liproxstatin). This review summarizes current knowledge about the regulatory mechanism of ferroptosis and its association with several pathways, including iron, lipid, and cysteine metabolism. We have further discussed the contribution of ferroptosis to the pathogenesis of several diseases such as cancer, ischemia/reperfusion, and various neurodegenerative diseases (e.g., Alzheimer's disease and Parkinson's disease), and evaluated the therapeutic applications of ferroptosis inhibitors in clinics."
10.3389/fnins.2021.742065,34630027,2021,Microglia in Neuroinflammation and Neurodegeneration: From Understanding to Therapy.,Frontiers in neuroscience,"Muzio L, Viotti A, Martino G.",413,interferon responsive microglia signature,"Microglia are the resident macrophages of the central nervous system (CNS) acting as the first line of defense in the brain by phagocytosing harmful pathogens and cellular debris. Microglia emerge from early erythromyeloid progenitors of the yolk sac and enter the developing brain before the establishment of a fully mature blood-brain barrier. In physiological conditions, during brain development, microglia contribute to CNS homeostasis by supporting cell proliferation of neural precursors. In post-natal life, such cells contribute to preserving the integrity of neuronal circuits by sculpting synapses. After a CNS injury, microglia change their morphology and down-regulate those genes supporting homeostatic functions. However, it is still unclear whether such changes are accompanied by molecular and functional modifications that might contribute to the pathological process. While comprehensive transcriptome analyses at the single-cell level have identified specific gene perturbations occurring in the ""pathological"" microglia, still the precise protective/detrimental role of microglia in neurological disorders is far from being fully elucidated. In this review, the results so far obtained regarding the role of microglia in neurodegenerative disorders will be discussed. There is solid and sound evidence suggesting that regulating microglia functions during disease pathology might represent a strategy to develop future therapies aimed at counteracting brain degeneration in multiple sclerosis, Alzheimer's disease, Parkinson's disease, and amyotrophic lateral sclerosis."
10.1124/pharmrev.120.000131,34753794,2021,"Structure, Function, and Pharmacology of Glutamate Receptor Ion Channels.",Pharmacological reviews,"Hansen KB, Wollmuth LP, Bowie D, Furukawa H, Menniti FS, Sobolevsky AI, Swanson GT, Swanger SA, Greger IH, Nakagawa T, McBain CJ, Jayaraman V, Low CM, Dell'Acqua ML, Diamond JS, Camp CR, Perszyk RE, Yuan H, Traynelis SF.",525,microglia states human Alzheimer single-nucleus atlas,"Many physiologic effects of l-glutamate, the major excitatory neurotransmitter in the mammalian central nervous system, are mediated via signaling by ionotropic glutamate receptors (iGluRs). These ligand-gated ion channels are critical to brain function and are centrally implicated in numerous psychiatric and neurologic disorders. There are different classes of iGluRs with a variety of receptor subtypes in each class that play distinct roles in neuronal functions. The diversity in iGluR subtypes, with their unique functional properties and physiologic roles, has motivated a large number of studies. Our understanding of receptor subtypes has advanced considerably since the first iGluR subunit gene was cloned in 1989, and the research focus has expanded to encompass facets of biology that have been recently discovered and to exploit experimental paradigms made possible by technological advances. Here, we review insights from more than 3 decades of iGluR studies with an emphasis on the progress that has occurred in the past decade. We cover structure, function, pharmacology, roles in neurophysiology, and therapeutic implications for all classes of receptors assembled from the subunits encoded by the 18 ionotropic glutamate receptor genes. SIGNIFICANCE STATEMENT: Glutamate receptors play important roles in virtually all aspects of brain function and are either involved in mediating some clinical features of neurological disease or represent a therapeutic target for treatment. Therefore, understanding the structure, function, and pharmacology of this class of receptors will advance our understanding of many aspects of brain function at molecular, cellular, and system levels and provide new opportunities to treat patients."
10.1016/j.immuni.2021.06.002,34174183,2021,Deep spatial profiling of human COVID-19 brains reveals neuroinflammation with distinct microanatomical microglia-T-cell interactions.,Immunity,"Schwabenland M, Salié H, Tanevski J, Killmer S, Lago MS, Schlaak AE, Mayer L, Matschke J, Püschel K, Fitzek A, Ondruschka B, Mei HE, Boettler T, Neumann-Haefelin C, Hofmann M, Breithaupt A, Genc N, Stadelmann C, Saez-Rodriguez J, Bronsert P, Knobeloch KP, Blank T, Thimme R, Glatzel M, Prinz M, Bengsch B.",296,microglia states human Alzheimer single-nucleus atlas,"COVID-19 can cause severe neurological symptoms, but the underlying pathophysiological mechanisms are unclear. Here, we interrogated the brain stems and olfactory bulbs in postmortem patients who had COVID-19 using imaging mass cytometry to understand the local immune response at a spatially resolved, high-dimensional, single-cell level and compared their immune map to non-COVID respiratory failure, multiple sclerosis, and control patients. We observed substantial immune activation in the central nervous system with pronounced neuropathology (astrocytosis, axonal damage, and blood-brain-barrier leakage) and detected viral antigen in ACE2-receptor-positive cells enriched in the vascular compartment. Microglial nodules and the perivascular compartment represented COVID-19-specific, microanatomic-immune niches with context-specific cellular interactions enriched for activated CD8<sup>+</sup> T cells. Altered brain T-cell-microglial interactions were linked to clinical measures of systemic inflammation and disturbed hemostasis. This study identifies profound neuroinflammation with activation of innate and adaptive immune cells as correlates of COVID-19 neuropathology, with implications for potential therapeutic strategies."
